Cikkszám,asd,Termék Név,Rövid Leírás,Tulajdonságok,Paraméter: Kategória||text,Paraméter: Márka||text,Paraméter: Fit||text,Paraméter: Méretek||textmore,Paraméter: Válasszon méretet||text,Paraméter: Szín||text,Paraméter: Nem||text,Paraméter: Anyag||text,Paraméter: EAN||text,Paraméter: VTSZ||text,Paraméter: Méret||text,Paraméter: Típus||text,Paraméter: Rugalmasság||text,Paraméter: Controller||text,Paraméter: Vízállóság||text,Paraméter: Íz||text
BL_PZ_HA9346508_M,1,hacked male dark blue short sleeve top ha9346508,Cikkszám: BL_PZ_HA9346508_M,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,M,M,navy blue,Men,100% cotton,,,M,,,,,
BL_PZ_HA9346508_S,1,hacked male dark blue short sleeve top ha9346508,Cikkszám: BL_PZ_HA9346508_S,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,S,S,navy blue,Men,100% cotton,,,S,,,,,
BL_PZ_HA9346508_XL,1,hacked male dark blue short sleeve top ha9346508,Cikkszám: BL_PZ_HA9346508_XL,"hacked men's collar, buttoned breast part brand and number inscription short sleeve top, t-shirt",short sleeve top,HACKETT,,XL,XL,navy blue,Men,100% cotton,,,XL,,,,,
BL_PZ_HU1041736,3,hugo boss men's burgundy sweatshirt hu1041736,,"hugo boss men's v-neck long sleeve top sleeve, small embroidered logo, sweater",sweater,HUGO BOSS,,,,claret,Men,100% cotton,,,,,,,,
BL_PZ_HU1041736_M,1,hugo boss men's burgundy sweatshirt hu1041736,Cikkszám: BL_PZ_HU1041736_M,"hugo boss men's v-neck long sleeve top sleeve, small embroidered logo, sweater",sweater,HUGO BOSS,,M,M,claret,Men,100% cotton,,,M,,,,,
BL_PZ_HU1509791,3,hugo boss man black short sleeve top hu1509791,,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast, striped finger on passage, collar and buttonhole. the lower part of the collar is branded with the inscription, rounded bottom, t-shirt",short sleeve top,HUGO BOSS,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_HU1509791_2XL,1,hugo boss man black short sleeve top hu1509791,Cikkszám: BL_PZ_HU1509791_2XL,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast, striped finger on passage, collar and buttonhole. the lower part of the collar is branded with the inscription, rounded bottom, t-shirt",short sleeve top,HUGO BOSS,,2XL,2XL,black,Men,100% cotton,,,2XL,,,,,
BL_PZ_HU1509791_L,1,hugo boss man black short sleeve top hu1509791,Cikkszám: BL_PZ_HU1509791_L,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast, striped finger on passage, collar and buttonhole. the lower part of the collar is branded with the inscription, rounded bottom, t-shirt",short sleeve top,HUGO BOSS,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_HU1509791_M,1,hugo boss man black short sleeve top hu1509791,Cikkszám: BL_PZ_HU1509791_M,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast, striped finger on passage, collar and buttonhole. the lower part of the collar is branded with the inscription, rounded bottom, t-shirt",short sleeve top,HUGO BOSS,,M,M,black,Men,100% cotton,,,M,,,,,
BL_PZ_HU1509791_S,1,hugo boss man black short sleeve top hu1509791,Cikkszám: BL_PZ_HU1509791_S,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast, striped finger on passage, collar and buttonhole. the lower part of the collar is branded with the inscription, rounded bottom, t-shirt",short sleeve top,HUGO BOSS,,S,S,black,Men,100% cotton,,,S,,,,,
BL_PZ_HU1509791_XL,1,hugo boss man black short sleeve top hu1509791,Cikkszám: BL_PZ_HU1509791_XL,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast, striped finger on passage, collar and buttonhole. the lower part of the collar is branded with the inscription, rounded bottom, t-shirt",short sleeve top,HUGO BOSS,,XL,XL,black,Men,100% cotton,,,XL,,,,,
BL_PZ_HU1558193,3,hugo boss man red short sleeve top hu1558193,,"hugo boss men's collar, short-sleeved top sleeve top with small logo on the breast, striped finger on passage, collar and buttonhole. the lower part of the collar is branded with the inscription ,, T-shirt",short sleeve top,HUGO BOSS,,,,red,Men,100% cotton,,,,,,,,
BL_PZ_HU1558193_M,1,hugo boss man red short sleeve top hu1558193,Cikkszám: BL_PZ_HU1558193_M,"hugo boss men's collar, short-sleeved top sleeve top with small logo on the breast, striped finger on passage, collar and buttonhole. the lower part of the collar is branded with the inscription ,, T-shirt",short sleeve top,HUGO BOSS,,M,M,red,Men,100% cotton,,,M,,,,,
BL_PZ_HU1704379,3,hugo boss men's lightweight short sleeve top hu1704379,,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,,,light gray,Men,100% cotton,,,,,,,,
BL_PZ_HU1704379_3XL,1,hugo boss men's lightweight short sleeve top hu1704379,Cikkszám: BL_PZ_HU1704379_3XL,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,3XL,3XL,light gray,Men,100% cotton,,,3XL,,,,,
BL_PZ_HU1704379_L,1,hugo boss men's lightweight short sleeve top hu1704379,Cikkszám: BL_PZ_HU1704379_L,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,L,L,light gray,Men,100% cotton,,,L,,,,,
BL_PZ_HU1704379_M,1,hugo boss men's lightweight short sleeve top hu1704379,Cikkszám: BL_PZ_HU1704379_M,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,M,M,light gray,Men,100% cotton,,,M,,,,,
BL_PZ_HU1704379_XL,1,hugo boss men's lightweight short sleeve top hu1704379,Cikkszám: BL_PZ_HU1704379_XL,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,XL,XL,light gray,Men,100% cotton,,,XL,,,,,
BL_PZ_HU1753982,3,hugo boss man red short sleeve top hu1753982,,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,,,red,Men,100% cotton,,,,,,,,
BL_PZ_HU1753982_L,1,hugo boss man red short sleeve top hu1753982,Cikkszám: BL_PZ_HU1753982_L,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,L,L,red,Men,100% cotton,,,L,,,,,
BL_PZ_HU1753982_M,1,hugo boss man red short sleeve top hu1753982,Cikkszám: BL_PZ_HU1753982_M,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,M,M,red,Men,100% cotton,,,M,,,,,
BL_PZ_HU1753982_S,1,hugo boss man red short sleeve top hu1753982,Cikkszám: BL_PZ_HU1753982_S,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,S,S,red,Men,100% cotton,,,S,,,,,
BL_PZ_HU1753982_XL,1,hugo boss man red short sleeve top hu1753982,Cikkszám: BL_PZ_HU1753982_XL,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,XL,XL,red,Men,100% cotton,,,XL,,,,,
BL_PZ_HU234064,3,hugo boss man black short sleeve top hu234064,,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_HU234064_3XL,1,hugo boss man black short sleeve top hu234064,Cikkszám: BL_PZ_HU234064_3XL,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,3XL,3XL,white,Men,100% cotton,,,3XL,,,,,
BL_PZ_HU234064_L,1,hugo boss man black short sleeve top hu234064,Cikkszám: BL_PZ_HU234064_L,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_HU234064_S,1,hugo boss man black short sleeve top hu234064,Cikkszám: BL_PZ_HU234064_S,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,S,S,black,Men,100% cotton,,,S,,,,,
BL_PZ_HU2626391,3,hugo boss man dark green short sleeve top hu2626391,,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,,,dark green,Men,100% cotton,,,,,,,,
BL_PZ_HU2626391_L,1,hugo boss man dark green short sleeve top hu2626391,Cikkszám: BL_PZ_HU2626391_L,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,L,L,dark green,Men,100% cotton,,,L,,,,,
BL_PZ_HU2626391_M,1,hugo boss man dark green short sleeve top hu2626391,Cikkszám: BL_PZ_HU2626391_M,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,M,M,dark green,Men,100% cotton,,,M,,,,,
BL_PZ_HU2757811,3,hugo boss man white short sleeve top hu2757811,,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered on the breast part, with filter logo, collar and fingers on screen with stripe, button on insert, t-shirt",short sleeve top,HUGO BOSS,,,,white,Men,100% cotton,,,,,,,,
BL_PZ_HU2757811_2XL,1,hugo boss man white short sleeve top hu2757811,Cikkszám: BL_PZ_HU2757811_2XL,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered on the breast part, with filter logo, collar and fingers on screen with stripe, button on insert, t-shirt",short sleeve top,HUGO BOSS,,2XL,2XL,white,Men,100% cotton,,,2XL,,,,,
BL_PZ_HU2757811_L,1,hugo boss man white short sleeve top hu2757811,Cikkszám: BL_PZ_HU2757811_L,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered on the breast part, with filter logo, collar and fingers on screen with stripe, button on insert, t-shirt",short sleeve top,HUGO BOSS,,L,L,white,Men,100% cotton,,,L,,,,,
BL_PZ_HU2757811_M,1,hugo boss man white short sleeve top hu2757811,Cikkszám: BL_PZ_HU2757811_M,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered on the breast part, with filter logo, collar and fingers on screen with stripe, button on insert, t-shirt",short sleeve top,HUGO BOSS,,M,M,white,Men,100% cotton,,,M,,,,,
BL_PZ_HU2757811_XL,1,hugo boss man white short sleeve top hu2757811,Cikkszám: BL_PZ_HU2757811_XL,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered on the breast part, with filter logo, collar and fingers on screen with stripe, button on insert, t-shirt",short sleeve top,HUGO BOSS,,XL,XL,white,Men,100% cotton,,,XL,,,,,
BL_PZ_HU288585,3,hugo boss male dark blue sweater sweater hu288585,,"hugo boss male collar, open-necked long-sleeved top, zigzag patterned elbow insert, bottom of the passage part with small logo, sweater",sweater,HUGO BOSS,,,,navy blue,Men,100% cotton,,,,,,,,
BL_PZ_HU288585_M,1,hugo boss male dark blue sweater sweater hu288585,Cikkszám: BL_PZ_HU288585_M,"hugo boss male collar, open-necked long-sleeved top, zigzag patterned elbow insert, bottom of the passage part with small logo, sweater",sweater,HUGO BOSS,,M,M,navy blue,Men,100% cotton,,,M,,,,,
BL_PZ_HU3088718,3,hugo boss man black sweater sweater hu3088718,,"hugo boss men's v-neck long sleeve top sleeve, small embroidered logo, sweater",sweater,HUGO BOSS,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_HU3088718_L,1,hugo boss man black sweater sweater hu3088718,Cikkszám: BL_PZ_HU3088718_L,"hugo boss men's v-neck long sleeve top sleeve, small embroidered logo, sweater",sweater,HUGO BOSS,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_HU3088718_M,1,hugo boss man black sweater sweater hu3088718,Cikkszám: BL_PZ_HU3088718_M,"hugo boss men's v-neck long sleeve top sleeve, small embroidered logo, sweater",sweater,HUGO BOSS,,M,M,black,Men,100% cotton,,,M,,,,,
BL_PZ_HU3088718_S,1,hugo boss man black sweater sweater hu3088718,Cikkszám: BL_PZ_HU3088718_S,"hugo boss men's v-neck long sleeve top sleeve, small embroidered logo, sweater",sweater,HUGO BOSS,,S,S,black,Men,100% cotton,,,S,,,,,
BL_PZ_HU3088718_XL,1,hugo boss man black sweater sweater hu3088718,Cikkszám: BL_PZ_HU3088718_XL,"hugo boss men's v-neck long sleeve top sleeve, small embroidered logo, sweater",sweater,HUGO BOSS,,XL,XL,black,Men,100% cotton,,,XL,,,,,
BL_PZ_HU3700041,3,hugo boss male dark filter short sleeve top hu3700041,,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,,,dark gray,Men,100% cotton,,,,,,,,
BL_PZ_HU3700041_3XL,1,hugo boss male dark filter short sleeve top hu3700041,Cikkszám: BL_PZ_HU3700041_3XL,"hugo boss men's collar, short-sleeved top sleeve top with small embroidered logo, t-shirt",short sleeve top,HUGO BOSS,,3XL,3XL,dark gray,Men,100% cotton,,,3XL,,,,,
BL_PZ_HU4397648,3,hugo boss man black short sleeve top hu4397648,,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast part, branded inscription on the buttons, striped bottom stripe visible, t-shirt",short sleeve top,HUGO BOSS,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_HU4397648_2XL,1,hugo boss man black short sleeve top hu4397648,Cikkszám: BL_PZ_HU4397648_2XL,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast part, branded inscription on the buttons, striped bottom stripe visible, t-shirt",short sleeve top,HUGO BOSS,,2XL,2XL,black,Men,100% cotton,,,2XL,,,,,
BL_PZ_HU4397648_L,1,hugo boss man black short sleeve top hu4397648,Cikkszám: BL_PZ_HU4397648_L,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast part, branded inscription on the buttons, striped bottom stripe visible, t-shirt",short sleeve top,HUGO BOSS,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_HU4397648_M,1,hugo boss man black short sleeve top hu4397648,Cikkszám: BL_PZ_HU4397648_M,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast part, branded inscription on the buttons, striped bottom stripe visible, t-shirt",short sleeve top,HUGO BOSS,,M,M,black,Men,100% cotton,,,M,,,,,
BL_PZ_HU4397648_S,1,hugo boss man black short sleeve top hu4397648,Cikkszám: BL_PZ_HU4397648_S,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast part, branded inscription on the buttons, striped bottom stripe visible, t-shirt",short sleeve top,HUGO BOSS,,S,S,black,Men,100% cotton,,,S,,,,,
BL_PZ_HU4397648_XL,1,hugo boss man black short sleeve top hu4397648,Cikkszám: BL_PZ_HU4397648_XL,"hugo boss men's collar, short-sleeved top sleeve top, small embroidered logo on the breast part, branded inscription on the buttons, striped bottom stripe visible, t-shirt",short sleeve top,HUGO BOSS,,XL,XL,black,Men,100% cotton,,,XL,,,,,
BL_PZ_HU4813541,3,hugo boss men's cream-colored sweatshirt hu4813541,,"hugo boss male collar, open-necked long-sleeved top, zigzag patterned elbow insert, bottom of the passage part with small logo, sweater",sweater,HUGO BOSS,,,,cream color,Men,100% cotton,,,,,,,,
BL_PZ_HU4813541_2XL,1,hugo boss men's cream-colored sweatshirt hu4813541,Cikkszám: BL_PZ_HU4813541_2XL,"hugo boss male collar, open-necked long-sleeved top, zigzag patterned elbow insert, bottom of the passage part with small logo, sweater",sweater,HUGO BOSS,,2XL,2XL,cream color,Men,100% cotton,,,2XL,,,,,
BL_PZ_HU4813541_L,1,hugo boss men's cream-colored sweatshirt hu4813541,Cikkszám: BL_PZ_HU4813541_L,"hugo boss male collar, open-necked long-sleeved top, zigzag patterned elbow insert, bottom of the passage part with small logo, sweater",sweater,HUGO BOSS,,L,L,cream color,Men,100% cotton,,,L,,,,,
BL_PZ_HU4813541_M,1,hugo boss men's cream-colored sweatshirt hu4813541,Cikkszám: BL_PZ_HU4813541_M,"hugo boss male collar, open-necked long-sleeved top, zigzag patterned elbow insert, bottom of the passage part with small logo, sweater",sweater,HUGO BOSS,,M,M,cream color,Men,100% cotton,,,M,,,,,
BL_PZ_HU4813541_S,1,hugo boss men's cream-colored sweatshirt hu4813541,Cikkszám: BL_PZ_HU4813541_S,"hugo boss male collar, open-necked long-sleeved top, zigzag patterned elbow insert, bottom of the passage part with small logo, sweater",sweater,HUGO BOSS,,S,S,cream color,Men,100% cotton,,,S,,,,,
BL_PZ_HU5351472,3,hugo boss man black boxer hu5351472,,"hugo boss men's underpants, brand name inscription, 3 pcs, boxer",boxer,HUGO BOSS,,,,black,Men,100% cotton,,,,,,,,
BL_PZ_HU5351472_L,1,hugo boss man black boxer hu5351472,Cikkszám: BL_PZ_HU5351472_L,"hugo boss men's underpants, brand name inscription, 3 pcs, boxer",boxer,HUGO BOSS,,L,L,black,Men,100% cotton,,,L,,,,,
BL_PZ_HU5351472_M,1,hugo boss man black boxer hu5351472,Cikkszám: BL_PZ_HU5351472_M,"hugo boss men's underpants, brand name inscription, 3 pcs, boxer",boxer,HUGO BOSS,,M,M,black,Men,100% cotton,,,M,,,,,
BL_PZ_HU5351472_S,1,hugo boss man black boxer hu5351472,Cikkszám: BL_PZ_HU5351472_S,"hugo boss men's underpants, brand name inscription, 3 pcs, boxer",boxer,HUGO BOSS,,S,S,black,Men,100% cotton,,,S,,,,,
BL_PZ_HU5351472_XL,1,hugo boss man black boxer hu5351472,Cikkszám: BL_PZ_HU5351472_XL,"hugo boss men's underpants, brand name inscription, 3 pcs, boxer",boxer,HUGO BOSS,,XL,XL,black,Men,100% cotton,,,XL,,,,,
BL_PZ_HU5437285,3,"hugo boss man black, blue, burgundy boxer hu5437285",,"hugo boss men's underpants, brand name inscription, 3 pcs, boxer",boxer,HUGO BOSS,,,,"black, blue, burgundy",Men,100% cotton,,,,,,,,
BL_PZ_HU5437285_L,1,"hugo boss man black, blue, burgundy boxer hu5437285",Cikkszám: BL_PZ_HU5437285_L,"hugo boss men's underpants, brand name inscription, 3 pcs, boxer",boxer,HUGO BOSS,,L,L,"black, blue, burgundy",Men,100% cotton,,,L,,,,,
BL_PZ_HU5437285_M,1,"hugo boss man black, blue, burgundy boxer hu5437285",Cikkszám: BL_PZ_HU5437285_M,"hugo boss men's underpants, brand name inscription, 3 pcs, boxer",boxer,HUGO BOSS,,M,M,"black, blue, burgundy",Men,100% cotton,,,M,,,,,
BL_PZ_HU5437285_S,1,"hugo boss man black, blue, burgundy boxer hu5437285",Cikkszám: BL_PZ_HU5437285_S,"hugo boss men's underpants, brand name inscription, 3 pcs, boxer",boxer,HUGO BOSS,,S,S,"black, blue, burgundy",Men,100% cotton,,,S,,,,,
BL_PZ_HU5437285_XL,1,"hugo boss man black, blue, burgundy boxer hu5437285",Cikkszám: BL_PZ_HU5437285_XL,"hugo boss men's underpants, brand name inscription, 3 pcs, boxer",boxer,HUGO BOSS,,XL,XL,"black, blue, burgundy",Men,100% cotton,,,XL,,,,,
BL_PZ_HU5745483,3,hugo boss man blue long sleeve shirt hu5745483,,hugo boss man with long sleeve slim fit shirt with small embroidered boss inscription on breast,shirt,HUGO BOSS,,,,blue,Men,100% cotton,,,,,,,,
BL_PZ_HU5745483_L,1,hugo boss man blue long sleeve shirt hu5745483,Cikkszám: BL_PZ_HU5745483_L,hugo boss man with long sleeve slim fit shirt with small embroidered boss inscription on breast,shirt,HUGO BOSS,,L,L,blue,Men,100% cotton,,,L,,,,,
BL_PZ_HU5745483_M,1,hugo boss man blue long sleeve shirt hu5745483,Cikkszám: BL_PZ_HU5745483_M,hugo boss man with long sleeve slim fit shirt with small embroidered boss inscription on breast,shirt,HUGO BOSS,,M,M,blue,Men,100% cotton,,,M,,,,,
BL_PZ_HU5745483_S,1,hugo boss man blue long sleeve shirt hu5745483,Cikkszám: BL_PZ_HU5745483_S,hugo boss man with long sleeve slim fit shirt with small embroidered boss inscription on breast,shirt,HUGO BOSS,,S,S,blue,Men,100% cotton,,,S,,,,,
